FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Costa,FWD,CHE,9500000,0,0,0,0,0,0,62623,0,0,0,0,0,0,0,0,1780,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2247,0,0,0,0,0,35,0,0,0,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thibaut,Courtois,GLK,CHE,5500000,3,30,4.3,7.81818181818182E-07,5.45454545454545E-06,0,270214,0,6,0,17,0,0,0,5.5,24337,0,0,30,0,0.9,0,5,2,0,3,0,0,13.7,106147,0,0,0,0,630,32529,0,0,130,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,6.2,3.8,4.9,3.2,5.6,4.4,3.1,4.5,4.5,5.8,3.9,4.4,5.9,4.8,3.4,3.7,5.6,4.7,6.4,5.2,3.8,4.3,5,5.8,3.3,5.9,6.4,4.5,6.1,5,4.9,12.5
Philippe,Coutinho,MID,LIV,9000000,10,25,1.19047619047619,1.32275132275132E-07,2.77777777777778E-06,0,274282,0,4,0,0,0,2,0,2.8,36603,0,-1,25,0,0.9,0,8.3,6,0,0,0,1,9.9,463090,0,0,0,1,246,166138,1,0,103,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,1.2,0.8,0.6,0.6,0.8,1,0.6,0.6,0.8,0.6,0.6,0.6,1.3,0.9,0.6,0.6,0.6,0.6,1.1,0.6,0.9,0.6,0.9,48.4
Martin,Cranie,DEF,HUD,4000000,0,0,0,0,0,0,5691,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4129,0,0,0,0,0,1064,0,0,0,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5000000,6,24,3.4,6.8E-07,4.8E-06,0,23017,0,11,0,0,0,0,0,4.8,5931,0,0,24,0,1.1,0,5.3,3,0,3,0,0,1.2,49274,0,0,0,0,549,7320,0,0,115,Burnley,Brighton,Crystal Palace,Liverpool,Watford,2.4,5.1,3.1,4.9,3.5,3.9,1.7,1.7,3.6,5.1,1.8,4.5,1.7,3,5,2.4,4.7,5.1,2.2,4,1.7,2.6,4,3.5,4.1,2.5,4.7,1.7,3,1.7,4.3,31
Peter,Crouch,FWD,STK,4900000,6,15,0.714285714285714,1.45772594752187E-07,3.06122448979592E-06,0,88909,1,3,0,0,0,2,0,3.1,8911,-1,0,15,1,0.5,0,2.3,3,0,0,0,0,1.8,56235,0,0,0,0,101,20537,0,0,60,Man City,Bournemouth,Watford,Leicester,Brighton,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,19.6
Charlie,Daniels,DEF,BOU,4900000,6,25,3.6,7.3469387755102E-07,5.10204081632653E-06,0,439047,0,11,0,0,0,1,0,5.1,37882,-1,0,25,1,1,0,4.7,2,0,1,0,1,10.2,79570,0,0,0,0,630,5956,0,0,136,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,4.3,2.8,3.5,2.8,4.5,3.8,4,4.1,4.3,2,4.9,2.3,5.4,4.2,3.4,5.4,2.5,3.7,4.7,3.6,4.5,2.2,3.5,5.1,4.7,5.2,2.4,3.5,4.3,3.3,3.5,31.6
,Danilo,DEF,MCI,5400000,1,24,4,7.40740740740741E-07,4.44444444444444E-06,0,212531,1,1,0,0,0,0,0,4.4,29464,-1,0,24,1,0.4,0,2,0,0,3,0,1,3.4,142873,0,0,0,0,334,5391,0,0,102,Stoke,Burnley,West Brom,Arsenal,Leicester,4.9,4,4.8,5.8,3.3,4.9,4.1,5.8,3.1,5.2,3.4,4.8,4.1,5.5,4,3.6,4.6,5.2,4.9,3.8,2.7,3.5,4.1,5.8,3.6,3.4,5.6,3.3,3.7,4.6,5.7,18.5
Scott,Dann,DEF,CRY,4700000,0,7,1.2,2.5531914893617E-07,1.48936170212766E-06,0,43268,1,13,0,0,0,0,0,1.5,4934,-3,1,7,3,0.1,0,0.3,0,0,0,0,0,0.5,5914,0,0,0,0,540,65,-1,0,83,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.6,0.6,1.1,1,0.7,0.8,0.7,0.7,0.8,0.6,0.6,0.8,1.1,0.6,1,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.8,0.7,0.9,0.6,1.1,1.1,0.6,0.6,0.9,29
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,10569,0,0,0,0,0,0,0,0,476,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,513,0,0,0,0,0,66,0,0,0,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5100000,0,1,0.0476190476190476,9.33706816059757E-09,1.96078431372549E-07,0,25889,0,2,0,0,0,0,0,0.2,987,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,2363,0,0,0,0,90,202,0,0,13,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
,David Luiz,DEF,CHE,5900000,0,21,4.2,7.11864406779661E-07,3.55932203389831E-06,0,822195,2,5,0,0,0,1,0,3.6,30340,-1,0,21,1,0.2,0,1,0,0,2,0,1,13.7,260407,0,0,0,0,446,26641,0,1,104,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,6.1,3.7,4.7,3.1,5.5,4.2,3,4.4,4.4,5.6,3.8,4.3,5.7,4.6,3.3,3.6,5.4,4.6,6.3,5.1,3.7,4.1,4.9,5.6,3.1,5.7,6.3,4.4,5.9,4.8,4.8,16.2
,David Silva,MID,MCI,8500000,3,44,6.3,7.41176470588235E-07,5.17647058823529E-06,0,309236,1,2,0,0,0,0,0,5.2,45909,5,-1,44,-5,1,0,8.3,8,0,5,0,6,26,1308918,0,0,0,2,602,268881,1,0,170,Stoke,Burnley,West Brom,Arsenal,Leicester,8.2,7.1,7.3,9.4,8.1,8,6.8,9.4,5.5,9.4,5.6,9,8,8.6,5.5,6,8.7,8.1,8.5,8.8,6.5,6.9,7.1,8.6,8,6.1,9,7.2,7.2,7.5,9.3,75.4
Ben,Davies,DEF,TOT,5900000,16,49,8.2,1.38983050847458E-06,8.30508474576271E-06,0,294569,1,4,0,0,0,2,0,8.4,17953,4,-1,49,-4,1,0,5.7,6,0,3,0,3,25.6,1194050,0,0,0,3,529,236989,1,0,177,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,9.8,10.8,10.4,8.5,9.5,9.5,10.8,12.3,9.8,10.4,11.1,12.3,7.4,11.8,12.3,9.6,12.3,7.8,11,12.3,12.2,8.5,11.4,9.5,12.3,11.4,6.6,11.1,7,11.6,8.7,55.8
Tom,Davies,MID,EVE,5300000,1,14,2,3.77358490566038E-07,2.64150943396226E-06,0,35411,2,4,0,0,0,0,0,2.6,5799,-2,0,14,2,0.6,0,3,0,0,1,0,2,0.8,26145,0,0,0,0,301,4162,0,0,40,Brighton,Arsenal,Leicester,Watford,Crystal Palace,1,2.8,1.1,1,1.6,1.5,2.6,1.6,1,1.1,1.8,1.4,1,1.3,1.1,1.4,1.7,2,1,2.1,1.4,1.2,1.9,1,1,1.8,2.1,2,1.1,1.3,1,10.2
Steven,Davis,MID,SOU,5100000,2,28,4,7.84313725490196E-07,5.49019607843137E-06,0,89242,0,6,0,0,0,1,0,5.5,26004,1,0,28,-1,1,0,5,3,0,3,0,1,5.3,322964,0,0,0,1,571,82230,0,0,141,Newcastle,West Brom,Brighton,Burnley,Liverpool,4.1,3.6,3.8,3,3.3,5,3.7,5,5.8,4.2,5.4,3.2,5.3,3,4.3,5.3,2.1,4,4.2,3.7,4.9,3.7,4.6,6,4.1,3.6,2.9,4.7,4.7,5.4,2.1,36.4
Craig,Dawson,DEF,WBA,5000000,1,23,3.3,6.6E-07,4.6E-06,0,140311,1,8,0,0,0,0,0,4.6,27250,0,0,23,0,0.5,0,2.3,1,0,3,0,0,4.2,80124,0,0,0,0,630,808,0,0,119,Leicester,Southampton,Man City,Huddersfield,Chelsea,2,3.9,2.5,3.2,3,3.9,3.9,4.7,3.5,2.1,2.9,2.6,3.7,4.9,2.2,4.9,2.2,2.1,3.5,3.3,3.9,4.3,3.3,2.5,3.4,2.8,1.8,4.3,2.6,3,4,19.1
Kevin,De Bruyne,MID,MCI,10000000,11,37,5.3,5.3E-07,3.7E-06,0,938491,0,2,0,0,0,1,0,3.7,38909,0,0,37,0,0.7,0,6.7,4,0,5,0,3,17.1,402296,0,0,0,1,605,87861,0,0,169,Stoke,Burnley,West Brom,Arsenal,Leicester,6.5,5.5,5.7,8,6.4,6.3,5.2,8,4.2,8,4.2,7.6,6.3,7.3,4.2,4.6,6.9,6.4,6.7,7,5,5.4,5.5,6.9,6.7,4.6,7.2,6,5.6,5.9,7.4,74.6
David,de Gea,GLK,MUN,5600000,6,42,6,1.07142857142857E-06,7.5E-06,0,285244,0,2,0,16,0,0,0,7.5,48417,1,0,42,-1,1.3,0,7,1,0,6,0,0,37,385359,0,0,0,0,630,36208,0,0,160,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,5.8,7.5,7.1,8,8.6,9,9,4.4,6.2,8.9,7,5.4,7.9,7.6,5.8,9,7.8,8.8,8.4,6.6,7.2,7.5,9,6,6.8,5.6,9,6.5,9,6.6,7.4,11.4
Siem,de Jong,MID,NEW,4900000,0,0,0,0,0,0,8864,0,0,0,0,0,0,0,0,307,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,506,0,0,0,0,0,4,0,0,0,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,6300000,2,9,1.8,2.85714285714286E-07,1.42857142857143E-06,0,28731,0,4,0,0,0,0,0,1.4,1779,-2,1,9,2,0.4,0,2.3,0,0,0,0,1,0.4,6084,0,0,0,0,123,1207,-1,0,30,Arsenal,Chelsea,Stoke,Everton,West Ham,1.4,1.5,1.3,1.7,1.3,1.3,0.9,0.9,1.5,2.3,0.9,1.5,1,0.9,1.2,0.9,1.4,1.7,0.9,1.1,1.3,0.9,0.9,1.3,1.2,0.9,1.3,1.4,1.7,0.9,1,8.7
Jermain,Defoe,FWD,BOU,7700000,2,17,2.4,3.11688311688312E-07,2.20779220779221E-06,0,147882,0,7,0,0,0,1,0,2.2,11576,-3,1,17,3,0.5,0,3.7,1,0,2,0,0,2.2,30405,0,0,0,0,431,2584,-1,0,57,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,1.8,1.8,1.5,1.3,1.9,1.9,1.9,1.6,2.6,1.2,3,1.2,3.1,3.1,1.5,3.2,1.2,1.5,3.1,1.4,2.4,1.4,1.3,2.5,2.2,3.2,1.3,1.9,1.8,1.6,1.6,22.9
Steven,Defour,MID,BUR,5500000,2,19,2.7,4.90909090909091E-07,3.45454545454545E-06,0,14461,1,4,0,0,0,0,0,3.5,1398,0,0,19,0,0.4,0,2.3,0,0,3,0,1,0.4,14899,0,0,0,0,591,965,0,0,105,West Ham,Man City,Newcastle,Southampton,Swansea,3.4,1.8,2.5,3,2.3,3.7,2.7,2.4,1.4,2.3,1.9,1.4,1.4,2.4,2.3,3.1,1.5,2.4,1.4,3.8,1.7,3.2,2.1,1.8,2.1,2.9,2.6,2,2.5,1.8,3,18.6
Damien,Delaney,DEF,CRY,4300000,0,0,0,0,0,0,15768,0,4,0,0,0,0,0,0,1109,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,1421,0,0,0,0,90,190,0,0,19,Chelsea,Newcastle,West Ham,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fabian,Delph,MID,MCI,4500000,3,9,0.428571428571429,9.52380952380952E-08,2E-06,0,14446,0,0,0,0,0,1,0,2,5437,0,0,9,0,0.7,0,3,0,0,1,0,0,0.5,23510,0,0,0,0,110,12469,0,0,48,Stoke,Burnley,West Brom,Arsenal,Leicester,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8
Mousa,Dembele,MID,TOT,4900000,0,8,0.380952380952381,7.77453838678328E-08,1.63265306122449E-06,0,125775,0,3,0,0,0,0,0,1.6,16794,-1,1,8,1,0,0,0,0,0,1,0,0,1.8,62423,0,0,0,0,288,297,-1,0,58,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.1
Laurent,Depoitre,FWD,HUD,5200000,2,14,3.5,6.73076923076923E-07,2.69230769230769E-06,0,13847,0,5,0,0,0,1,0,2.7,2275,-3,0,14,3,0.8,0,4.3,3,0,1,0,0,0.3,18544,0,0,0,0,277,4931,0,0,45,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,3.9,3,3,3.8,3.6,2.6,1.9,3.8,4.7,2.3,4.4,3.8,4.7,2.9,3.2,4.7,3.8,4.5,2.4,4.6,3.1,3.8,2.5,4.7,3,3.3,2.7,3.4,4.7,2.9,4.9,18.8
Mohamed,Diame,MID,NEW,4800000,1,5,0.238095238095238,4.96031746031746E-08,1.04166666666667E-06,0,9371,0,0,0,0,0,0,0,1,605,-2,0,5,2,0.1,0,0.7,0,0,0,0,0,0.1,1736,0,0,0,0,48,272,0,0,22,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2
Brahim,Diaz,MID,MCI,4800000,0,0,0,0,0,0,2797,0,0,0,0,0,0,0,0,157,-2,0,0,2,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,94,0,0,0,Stoke,Burnley,West Brom,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,4900000,3,16,2.3,4.69387755102041E-07,3.26530612244898E-06,0,112902,2,4,0,0,0,0,0,3.2,14283,-1,1,16,1,0.5,0,2.3,0,0,4,0,0,3.4,72088,0,0,0,0,607,19637,-1,0,89,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,1.9,1.3,1.3,1.6,1.6,1.3,2.1,2.5,1.3,1.5,1.6,2.3,1.2,2.2,3.3,2,2.6,1.2,1.4,2.5,2.7,1.2,2.4,1.5,2.6,1.8,1.2,1.7,1.2,1.9,1.6,21.8
Mame Biram,Diouf,FWD,STK,5400000,9,22,3.7,6.85185185185185E-07,4.07407407407407E-06,0,20277,0,10,0,0,0,1,0,4.1,5501,-1,0,22,1,0.8,0,4.3,3,0,1,0,1,0.8,36527,0,0,0,0,540,25003,0,0,88,Man City,Bournemouth,Watford,Leicester,Brighton,2.6,5.3,4.2,4.7,3,4.4,5.3,3.2,3.5,3.2,5.4,4.6,2.8,3.1,4.4,2.2,3.8,3.4,3.4,5.4,2.9,3.6,3.3,5.4,1.8,2.7,2.2,3.6,2.7,5.3,3.7,30.3
Abdoulaye,Doucoure,MID,WAT,5300000,10,38,5.4,1.0188679245283E-06,7.16981132075472E-06,0,242772,2,12,0,0,0,3,0,7.3,38474,3,-1,38,-3,0.8,0,4,8,0,3,0,0,13.6,832076,0,0,0,1,630,185817,1,0,152,Arsenal,Chelsea,Stoke,Everton,West Ham,8,8.1,5.3,7.6,7.4,7.2,3.4,3.1,7.6,8,4.6,6.2,5.9,4.7,6,4,7.3,6.5,4.1,6.6,6.4,5.1,6,5.5,6.4,4.3,7.2,5.6,8,5.7,5.1,39.4
Aleksandar,Dragovic,DEF,LEI,5000000,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,0,84,0,0,0,West Brom,Swansea,Everton,Stoke,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,CHE,4900000,0,0,0,0,0,0,12701,0,0,0,0,0,0,0,0,977,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,5037,0,0,0,0,0,178,0,0,0,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4500000,0,19,2.7,6E-07,4.22222222222222E-06,0,15568,2,9,0,0,0,0,0,4.2,2341,0,0,19,0,0.4,0,2,3,0,2,0,0,0.6,23811,0,0,0,1,630,2976,0,0,117,Everton,West Ham,Southampton,Swansea,Stoke,2.9,1.4,2.8,2.3,3.3,1.4,4,3.4,2.1,2.6,2.7,2.7,2.2,1.6,3.2,2,2.4,2.6,3.9,1.6,2.2,3.9,1.4,1.4,2.6,3.1,3,2.3,2.1,2.3,1.4,38
Paul,Dummett,DEF,NEW,4300000,0,1,0.0476190476190476,1.10741971207087E-08,2.32558139534884E-07,0,33308,0,0,0,0,0,0,0,0.2,1076,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,520,0,0,0,0,7,26,0,0,4,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Lewis,Dunk,DEF,BHA,4400000,1,16,2.3,5.22727272727273E-07,3.63636363636364E-06,0,45877,0,9,0,0,0,0,0,3.6,5850,-1,0,16,1,0.6,0,2.7,0,0,2,0,0,1.2,24450,1,0,0,0,630,5972,0,0,116,Everton,West Ham,Southampton,Swansea,Stoke,2.3,1.2,2.2,1.7,2.6,1.2,3.4,2.7,1.6,2,2.1,2.1,1.7,1.2,2.6,1.5,1.8,2.1,3.2,1.2,1.7,3.2,1.2,1.2,2,2.5,2.6,1.8,1.6,1.8,1.2,29.2
Nathan,Dyer,MID,SWA,4400000,0,0,0,0,0,0,2131,0,0,0,0,0,0,0,0,428,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2666,0,0,0,0,0,1702,0,0,0,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ederson,GLK,MCI,5500000,8,32,4.6,8.36363636363636E-07,5.81818181818182E-06,0,93593,0,2,0,11,0,0,0,5.8,8354,0,0,32,0,1.2,0,6.7,2,0,4,0,0,4.5,84359,0,0,0,0,585,30525,0,0,127,Stoke,Burnley,West Brom,Arsenal,Leicester,5.9,4.9,5.8,6.9,4.1,6,5,6.9,3.9,6.2,4.3,5.8,5,6.3,4.9,4.4,5.6,6.3,5.9,4.7,3.4,4.3,5.1,6.9,4.5,4.2,6.7,4.1,4.6,5.6,6.8,9.4
,Eduardo,GLK,CHE,4800000,0,0,0,0,0,0,2129,0,0,0,0,0,0,0,0,151,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,489,0,0,0,0,0,66,-1,0,0,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Elliot,GLK,NEW,4100000,2,26,3.7,9.02439024390244E-07,6.34146341463415E-06,0,102779,0,6,0,18,0,0,0,6.3,16478,1,0,26,-1,0.6,0,2.3,1,0,2,0,0,25.5,544018,0,0,0,1,630,68788,0,0,120,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,4.6,5.2,3.8,4.8,2.2,4,3.7,4,3.9,4.3,1.9,2.7,3,5.6,3.1,3.4,2.5,4.1,4.5,3.5,3,2.6,4.1,4.6,4.6,2.4,5.6,2.6,5.2,5,3.6,12.8
Mohamed,Elneny,MID,ARS,4500000,1,9,0.428571428571429,9.52380952380952E-08,2E-06,0,142040,1,3,0,0,0,0,0,2,11279,0,0,9,0,0.3,0,1.3,0,0,1,0,1,2.8,123137,0,0,0,0,173,6776,0,0,38,Watford,Everton,Swansea,Man City,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,12.8
Christian,Eriksen,MID,TOT,9700000,3,45,6.4,6.5979381443299E-07,4.63917525773196E-06,0,448336,0,3,0,0,0,2,0,4.6,79764,2,0,45,-2,0.5,0,5,7,0,5,0,3,25.9,906293,0,0,0,1,573,84686,0,0,169,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,7.6,6.9,6.6,6.7,7.6,6.6,9,9.6,6.8,7.3,7.7,9.4,5.3,9.2,9.6,7.6,9.6,4.6,7,9.6,9.5,6,8.9,7.4,9.6,8.2,4.1,7.9,4.1,8.4,7.5,73.3
Jonny,Evans,DEF,WBA,4900000,6,13,3.3,6.73469387755102E-07,2.6530612244898E-06,0,24599,2,7,0,0,0,1,0,2.7,2227,-1,0,13,1,0.8,0,4,0,0,1,0,0,0.9,27711,0,0,0,0,360,4921,0,0,68,Leicester,Southampton,Man City,Huddersfield,Chelsea,2,3.9,2.5,3.2,3,3.9,3.9,4.7,3.5,2.1,2.9,2.6,3.7,4.9,2.2,4.9,2.2,2.1,3.5,3.3,3.9,4.3,3.3,2.5,3.4,2.8,1.8,4.3,2.6,3,4,12.9
Lukasz,Fabianski,GLK,SWA,4600000,3,33,4.7,1.02173913043478E-06,7.17391304347826E-06,0,85233,0,8,0,29,0,0,0,7.3,17303,1,-1,33,-1,1.1,0,5,3,0,3,0,0,8.1,261766,0,0,0,1,630,34170,1,0,156,Huddersfield,Leicester,Arsenal,Brighton,Burnley,4.8,4,4,6.2,6.6,5.1,6.8,5.8,5.6,2.8,5.2,5.2,5.1,7,3.5,5.8,5.4,6.4,4.8,4.1,6.3,6.4,6.6,4.2,4.6,6.5,4.5,5,3.5,5.7,5.2,18.9
Cesc,Fabregas,MID,CHE,6900000,2,18,3,4.34782608695652E-07,2.60869565217391E-06,0,380709,0,5,0,0,0,1,0,2.6,28288,-1,0,18,1,0.3,0,2,3,0,2,0,0,5.4,231266,0,0,0,1,449,37621,0,1,107,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,3.8,1.5,3.3,1.5,2.7,2,2.4,2.7,2.6,3,1.8,3.6,2.6,2.4,2.3,2.8,2.4,3.2,3.5,2.4,1.9,2.3,2.9,3.2,1.5,3.6,3.7,2.1,4.5,2.5,3,39.6
Adam,Federici,GLK,BOU,4000000,0,0,0,0,0,0,82238,0,0,0,0,0,0,0,0,8252,0,0,0,0,0,0,0,0,0,0,0,0,3.3,10744,0,0,0,0,0,659,0,0,0,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0,0,0,0,1327,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,4,0,0,0,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marouane,Fellaini,MID,MUN,4900000,16,30,1.42857142857143,2.91545189504373E-07,6.12244897959184E-06,0,88495,0,0,0,0,0,3,0,6.1,49187,-1,0,30,1,1.5,0,7.3,3,0,3,0,0,2.3,165002,0,0,0,1,315,114414,0,0,103,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0,0,0,0.9,1.1,1.1,0.9,0.7,0.7,1.4,0.7,0.7,0.8,0.7,0.9,1,0.8,0.9,0.9,0.7,0.7,1,1,0.7,1,0.7,1,0.8,1.8,0.7,0.7,34.3
Leroy,Fer,MID,SWA,5400000,1,14,2,3.7037037037037E-07,2.59259259259259E-06,0,24781,3,8,0,0,0,0,0,2.6,2584,-1,1,14,1,0.2,0,1.3,0,0,2,0,1,0.4,15194,0,0,0,0,527,1087,-1,0,71,Huddersfield,Leicester,Arsenal,Brighton,Burnley,1,1.3,1.2,1.3,1.8,1.6,2.1,1.4,1.1,1,2.1,1.4,1.1,2,1,1.7,1.2,2.2,1.7,1,1.3,1.9,1.7,1,1,1.4,1.7,1.2,1,1.9,1.1,22.1
Edimilson,Fernandes,MID,WHU,4400000,0,3,0.142857142857143,3.24675324675325E-08,6.81818181818182E-07,0,9855,1,6,0,0,0,0,0,0.7,830,-1,1,3,1,0,0,0,0,0,0,0,0,0.2,2909,0,0,0,0,171,341,-1,0,15,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
