FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Elias,Kachunga,MID,HUD,5700000,0,44,1.62962962962963,2.85899935022742E-07,7.71929824561404E-06,0,26653,1,23,0,0,0,1,0,7.7,88,-3,0,44,3,0,0,0,0,0,6,0,1,0.1,13864,0,0,0,0,1253,18,0,0,146,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0,0.8,1.3,1.2,0.8,0.8,1.1,0.8,1.6,0.8,1.4,53.8
Sullay,Kaikai,MID,CRY,4300000,0,1,1,2.32558139534884E-07,2.32558139534884E-07,0,11969,0,0,0,0,0,0,0,0.2,85,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,13257,0,0,0,0,13,9,0,0,5,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0.6
Harry,Kane,FWD,TOT,12800000,6,167,6.4,5E-07,1.3046875E-05,0,3425076,4,23,0,0,0,23,0,13,54725,3,0,167,-3,0.3,1,4,27,0,11,0,1,45.8,4126119,0,0,0,7,2221,153067,0,0,593,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,7.5,9.6,7.7,9.2,5.9,7.5,8.7,7.4,9.1,7.3,9.5,324.6
N'Golo,Kante,MID,CHE,4900000,3,74,3.1,6.3265306122449E-07,1.51020408163265E-05,0,1118293,2,18,0,0,0,1,0,15.1,16958,-1,0,74,1,0.5,0,2.3,6,0,14,0,1,11.3,739234,0,0,0,0,2094,9148,0,0,465,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,1.6,1.6,3,0,2.6,3.3,2.6,3.7,2.6,2.3,2.7,113.9
Loris,Karius,GLK,LIV,4800000,8,40,1.48148148148148,3.08641975308642E-07,8.33333333333333E-06,0,12360,0,7,0,12,0,0,0,8.3,2561,-2,0,40,2,1.6,0,7.7,3,0,4,0,0,0.8,43115,0,0,1,0,720,24408,0,0,165,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,1.4,0.9,0.7,1.2,1.4,0.7,0.9,0.7,1.2,0.8,1.4,12.2
Orestis,Karnezis,GLK,WAT,4500000,1,15,0.555555555555556,1.23456790123457E-07,3.33333333333333E-06,0,1111,0,8,0,11,0,0,0,3.3,230,0,0,15,0,1,0,4.3,3,0,1,0,0,0,2444,0,0,0,0,391,403,0,0,75,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,9.8
Beram,Kayal,MID,BHA,4400000,1,10,0.37037037037037,8.41750841750842E-08,2.27272727272727E-06,0,5909,0,5,0,0,0,0,0,2.3,126,-1,0,10,1,0.2,0,1,0,0,0,0,0,0.1,2965,0,0,0,0,217,140,0,0,30,Swansea,Arsenal,Everton,Leicester,Huddersfield,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.9
Michael,Keane,DEF,EVE,5300000,2,43,2.3,4.33962264150943E-07,8.11320754716981E-06,0,555857,2,34,0,0,0,0,0,8.1,2352,-2,0,43,2,0.5,0,2.7,7,0,3,0,1,4.4,151586,0,0,0,0,1569,1213,0,0,319,Watford,Burnley,Brighton,Stoke,Man City,1.9,1.7,2.7,1.7,1.8,2.3,1.4,2,1.4,2.3,1.7,54.1
Martin,Kelly,DEF,CRY,4200000,0,32,1.18518518518519,2.82186948853616E-07,7.61904761904762E-06,0,59700,1,13,0,0,0,0,0,7.6,8818,-3,0,32,3,0.2,0,1,1,0,4,0,0,0.8,89045,0,0,0,0,873,181,0,0,159,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0,0.8,0.6,0.6,0.8,0.6,1,0.7,0.7,0.6,0.8,26.3
,Kenedy,MID,NEW,4700000,3,12,0.444444444444444,9.45626477541371E-08,2.5531914893617E-06,0,9617,0,1,0,0,0,0,0,2.6,2135,-3,0,12,3,0.9,0,4,2,0,2,0,1,0.8,49552,0,0,0,0,210,7918,0,0,29,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,21.6
Jonjoe,Kenny,DEF,EVE,4300000,1,48,2.7,6.27906976744186E-07,1.11627906976744E-05,0,289702,2,30,0,0,0,0,0,11.2,20701,-2,1,48,2,0.1,0,0.3,2,0,5,0,2,3.6,473610,0,0,0,1,1499,3728,-1,0,295,Watford,Burnley,Brighton,Stoke,Man City,2.5,2.2,3.4,2.2,2.4,2.9,1.8,2.6,1.8,3,2.2,56.4
,Ki Sung-yueng,MID,SWA,4900000,11,44,2.9,5.91836734693878E-07,8.97959183673469E-06,0,3748,1,14,0,0,0,1,0,9,1883,-1,0,44,1,1.4,0,7,6,0,4,0,1,0.4,24971,0,0,0,0,1162,22128,0,0,202,Brighton,West Ham,Huddersfield,Man Utd,West Brom,1.9,3.1,2.2,0,1.4,2.2,3.5,1.4,2.4,2.4,2.8,52
,Kiko Femenia,DEF,WAT,4300000,0,51,3.4,7.90697674418605E-07,1.18604651162791E-05,0,466318,2,22,0,0,0,0,0,11.9,3423,-2,0,51,2,0,0,0,9,0,5,0,1,1.2,484028,0,0,0,1,1214,263,0,0,298,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0,3.9,3.2,3.4,3.3,3.9,3,4.8,3,3.3,2.8,50.7
Andy,King,MID,SWA,4200000,1,24,0.888888888888889,2.11640211640212E-07,5.71428571428571E-06,0,338747,1,12,0,0,0,1,0,5.7,9070,-3,0,24,3,0.1,0,0.3,1,0,0,0,1,3.8,464219,0,0,0,0,534,12942,0,0,86,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.4,0.5,0.4,0,0.4,0.4,0.6,0.4,0.4,0.4,0.4,21.6
Joshua,King,FWD,BOU,7000000,1,61,2.8,4E-07,8.71428571428571E-06,0,331197,2,22,0,0,0,3,0,8.7,2562,-5,0,61,5,0.4,0,2.7,3,0,5,0,3,1.1,96474,0,0,0,0,1598,2115,0,0,204,Newcastle,Leicester,Tottenham,West Brom,Watford,2.8,2.4,2.6,3.2,2.6,3.1,1.9,2.8,2.7,2.7,2.2,125.1
Stephen,Kingsley,DEF,SWA,4500000,0,0,0,0,0,0,5910,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,4,0,0,0,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0
Davy,Klaassen,MID,EVE,6900000,0,4,0.148148148148148,2.14707461084273E-08,5.79710144927536E-07,0,82844,0,4,0,0,0,0,0,0.6,160,-6,0,4,6,0,0,0,0,0,0,0,0,0.3,5687,0,0,0,0,187,97,0,0,10,Watford,Burnley,Brighton,Stoke,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4300000,0,62,2.2962962962963,5.34022394487511E-07,1.44186046511628E-05,0,238367,0,13,0,0,0,1,0,14.4,9342,-2,0,62,2,0,0,0,7,0,6,0,0,1.6,289852,0,0,0,2,1172,3035,0,0,303,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,2.6,1.9,1.4,2.4,2.7,1.2,1.8,1.5,2.4,1.8,2.6,37.9
Anthony,Knockaert,MID,BHA,5500000,1,65,2.7,4.90909090909091E-07,1.18181818181818E-05,0,116366,4,18,0,0,0,2,0,11.8,909,-5,0,65,5,0.2,0,1,5,0,8,0,1,0.5,47524,0,0,0,0,1687,413,0,0,285,Swansea,Arsenal,Everton,Leicester,Huddersfield,2.7,2.9,2.1,0,2.7,3.2,1.6,2.2,1.8,2.2,1.4,113
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0,0,0,0,2168,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,2,0,0,0,Arsenal,Chelsea,Stoke,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
Sead,Kolasinac,DEF,ARS,5800000,0,80,2.96296296296296,5.10855683269476E-07,1.37931034482759E-05,0,1140038,1,19,0,0,0,1,0,13.8,10948,-2,1,80,2,0.1,0,0.3,6,0,7,0,4,6.2,817924,0,0,0,1,1476,575,-1,0,355,Man City,Brighton,Watford,Stoke,Southampton,2.9,2.3,3.8,0,3.8,3.6,1.8,4.1,1.6,3.7,1.8,88.3
Vincent,Kompany,DEF,MCI,5800000,0,26,0.962962962962963,1.6602809706258E-07,4.48275862068966E-06,0,271273,4,5,0,0,0,0,0,4.5,1161,-2,0,26,2,0.1,0,0.7,0,0,3,0,0,1.8,76405,0,0,0,0,764,352,0,0,158,Arsenal,Chelsea,Stoke,Everton,Man Utd,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.6,0.5,31.2
Terence,Kongolo,DEF,HUD,4400000,1,4,0.148148148148148,3.36700336700337E-08,9.09090909090909E-07,0,742,0,5,0,0,0,0,0,0.9,151,-1,0,4,1,0.2,0,1,0,0,0,0,0,0,2115,0,0,0,0,237,203,0,0,39,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7
Laurent,Koscielny,DEF,ARS,6000000,2,96,4.4,7.33333333333333E-07,1.6E-05,0,153435,4,26,0,0,0,2,0,16,6017,0,0,96,0,0.6,0,3.3,16,0,9,0,0,1.8,177787,0,0,0,3,1955,2910,0,0,511,Man City,Brighton,Watford,Stoke,Southampton,5.2,4.3,6.4,0,6.4,6.1,3.5,6.6,3.2,6.2,3.5,86.3
Cheikhou,Kouyate,MID,WHU,5000000,3,58,2.6,5.2E-07,1.16E-05,0,61302,2,34,0,0,0,2,0,11.6,1090,0,0,58,0,0.5,0,2.3,2,0,4,0,1,0.3,73743,0,0,0,0,1810,392,0,0,241,Liverpool,Swansea,Burnley,Southampton,Chelsea,1.3,1.8,2.4,0,2.2,1.4,2.5,1.3,1.6,1.6,3.1,72.3
Tim,Krul,GLK,BHA,4000000,0,0,0,0,0,0,34331,0,0,0,0,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,0.9,67152,0,0,0,0,0,810,0,0,0,Swansea,Arsenal,Everton,Leicester,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0
Grzegorz,Krychowiak,MID,WBA,4800000,2,46,2.4,5E-07,9.58333333333333E-06,0,27295,2,26,0,0,0,0,0,9.6,212,-2,0,46,2,0.2,0,1,4,0,3,0,3,0.2,31703,0,0,0,0,1309,221,0,0,213,Huddersfield,Watford,Leicester,Bournemouth,Burnley,2.7,1.4,2.3,1.6,2.1,2.3,1.2,1.7,1.6,1.9,1.3,46.5
Alexandre,Lacazette,FWD,ARS,10200000,1,99,3.8,3.72549019607843E-07,9.70588235294118E-06,0,1757465,1,24,0,0,0,9,0,9.7,29722,-3,0,99,3,0.1,0,1,5,0,8,0,4,6.5,1220162,0,0,0,1,1808,507,0,0,369,Man City,Brighton,Watford,Stoke,Southampton,0,0,0,0,5.5,5,3.1,5,2.2,4.6,2.9,200
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,148598,0,1,0,0,0,0,0,0.2,5486,0,0,1,0,0,0,0,0,0,0,0,0,1.5,208136,0,0,0,0,16,166,0,0,3,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0.2
Adam,Lallana,MID,LIV,7300000,1,8,0.296296296296296,4.05885337392187E-08,1.0958904109589E-06,0,40252,1,1,0,0,0,0,0,1.1,190,-2,0,8,2,0,0,0.3,0,0,1,0,0,0.3,8753,0,0,0,0,161,302,0,0,24,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,23
Erik,Lamela,MID,TOT,6300000,0,24,0.888888888888889,1.41093474426808E-07,3.80952380952381E-06,0,12377,3,5,0,0,0,0,0,3.8,513,-2,0,24,2,0.3,0,1.7,0,0,2,0,3,0.1,12295,0,0,0,0,320,1471,0,0,78,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,43.3
Manuel,Lanzini,MID,WHU,6600000,0,74,4.1,6.21212121212121E-07,1.12121212121212E-05,0,232616,3,26,0,0,0,3,0,11,2672,-4,1,74,4,0,1,0,8,0,4,0,6,1.2,228901,0,0,0,2,1449,918,-1,0,353,Liverpool,Swansea,Burnley,Southampton,Chelsea,2.6,3.6,4.6,0,4.5,3.1,4.8,2.8,3.3,3.4,5.7,118.4
Aymeric,Laporte,DEF,MCI,5500000,1,7,0.259259259259259,4.71380471380471E-08,1.27272727272727E-06,0,39442,1,1,0,0,0,0,0,1.3,19170,0,0,7,0,0.4,0,2.3,0,0,1,0,0,1.5,119765,0,0,0,0,180,5999,0,0,40,Arsenal,Chelsea,Stoke,Everton,Man Utd,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.3
Jamaal,Lascelles,DEF,NEW,4700000,6,86,3.9,8.29787234042553E-07,1.82978723404255E-05,0,722805,3,20,0,0,0,3,0,18.3,9420,2,-1,86,-2,1.3,0,6,8,0,6,0,0,7.9,1030438,0,0,0,2,1937,56256,1,0,373,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,3.5,4.1,4.7,3.7,5.1,3.4,5.6,3,4.8,4.7,4.6,80.2
,Lee Chung-yong,MID,CRY,4200000,0,4,0.148148148148148,3.52733686067019E-08,9.52380952380952E-07,0,42019,0,2,0,0,0,0,0,0.9,493,-3,1,4,3,0,0,0,0,0,0,0,0,0.3,43559,0,0,0,0,110,1020,-1,0,11,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0,0,0,0,4405,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9443,0,0,0,0,0,157,0,0,0,Southampton,Everton,West Ham,West Brom,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Florian,Lejeune,DEF,NEW,4300000,7,24,0.888888888888889,2.0671834625323E-07,5.58139534883721E-06,0,35354,3,21,0,0,0,0,0,5.6,243,-2,0,24,2,0.5,0,2.3,1,0,2,0,0,0.1,7213,0,0,0,0,1113,1407,0,0,199,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.4,0.4,0.5,0.4,0.5,0.4,0.6,0.4,0.5,0.5,0.4,39.9
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,4401,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,51,0,0,0,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,SOU,4800000,1,43,1.59259259259259,3.3179012345679E-07,8.95833333333333E-06,0,28420,1,24,0,0,0,1,0,9,691,-2,0,43,2,0.8,0,3.7,3,0,3,0,0,0.2,25058,0,0,0,0,1265,745,0,0,260,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.9,1,1,0,0.9,0.8,0.8,0.8,1,1,0.8,52.4
Aaron,Lennon,MID,BUR,5400000,3,37,1.37037037037037,2.53772290809328E-07,6.85185185185185E-06,0,10835,0,16,0,0,0,0,0,6.9,698,-1,0,37,1,0.4,0,2,0,0,4,0,2,0.2,10985,0,0,0,0,981,1013,0,0,108,Southampton,Everton,West Ham,West Brom,Watford,0.7,1.1,0.7,0,0.7,0.7,0.8,0.7,0.8,0.7,0.9,34.1
,Lewis Cook,MID,BOU,4300000,2,36,1.9,4.41860465116279E-07,8.37209302325581E-06,0,61459,3,24,0,0,0,0,0,8.4,2522,-2,0,36,2,0.5,0,2.3,0,0,2,0,1,1.2,67438,0,0,0,0,1363,6277,0,0,212,Newcastle,Leicester,Tottenham,West Brom,Watford,1.5,1,1.2,1.7,1,1.4,1,1.2,1.2,1.5,1.1,61.1
Anders,Lindegaard,GLK,BUR,4000000,0,0,0,0,0,0,5738,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0.2,14374,0,0,0,0,0,397,0,0,0,Southampton,Everton,West Ham,West Brom,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Lindelof,DEF,MUN,4900000,0,27,2.7,5.51020408163265E-07,5.51020408163265E-06,0,299136,1,9,0,0,0,0,0,5.5,1459,-6,0,27,6,0,0,0,1,0,3,0,0,1,67774,0,0,0,0,743,433,0,0,166,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,3,3,3,0,2.8,1.6,3.1,1.6,3.6,2.2,3.3,19.5
Jesse,Lingard,MID,MUN,6100000,2,98,3.62962962962963,5.95021250758956E-07,1.60655737704918E-05,0,946302,2,12,0,0,0,7,0,15.8,164362,1,1,98,-1,0.4,0,2.3,10,0,6,0,4,12,1551383,0,0,0,2,1266,16281,-1,0,320,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,3.7,2.5,3.3,0,4.3,1.8,4.7,2.9,4.6,2.4,3.8,131
Jake,Livermore,MID,WBA,4800000,0,49,2.1,4.375E-07,1.02083333333333E-05,0,15922,2,27,0,0,0,0,0,10.2,262,-2,0,49,2,0,0,0,0,0,5,0,1,0.1,9145,0,0,0,0,1754,26,0,0,226,Huddersfield,Watford,Leicester,Bournemouth,Burnley,2.2,1.1,1.8,1.3,1.7,1.9,1,1.3,1.3,1.5,1,53.6
Fernando,Llorente,FWD,TOT,7300000,0,20,1.4,1.91780821917808E-07,2.73972602739726E-06,0,25681,1,1,0,0,0,1,0,2.7,463,-2,0,20,2,0,0,0.3,2,0,1,0,0,0.2,21695,0,0,0,0,214,427,0,0,62,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.7,1.3,0.8,1,0.7,0.8,0.9,0.7,1,0.7,1.1,20.1
Hugo,Lloris,GLK,TOT,5400000,6,97,3.9,7.22222222222222E-07,1.7962962962963E-05,0,542826,0,23,0,51,0,0,0,18,4885,-1,0,97,1,0.9,0,4.7,2,0,11,0,0,8.2,289007,0,0,0,0,2250,20941,0,0,473,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,4.6,5.3,3.3,4.3,3.8,4,4.1,4.1,5.2,3.4,4.5,44.5
Jurgen,Locadia,FWD,BHA,6000000,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3716,0,0,0,0,0,2400,0,0,0,Swansea,Arsenal,Everton,Leicester,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0
Ruben,Loftus-Cheek,MID,CRY,4400000,0,53,1.96296296296296,4.46127946127946E-07,1.20454545454545E-05,0,872807,0,24,0,0,0,1,0,11.8,14846,-1,1,53,1,0,0,0,2,0,3,0,4,2.9,500354,0,0,0,0,1329,146,-1,0,236,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0,0,0,0,0,1.2,1.5,1,1.6,1,1.8,91.7
Jason,Lokilo,MID,CRY,4300000,0,0,0,0,0,0,15887,0,0,0,0,0,0,0,0,130,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,13942,0,0,0,0,0,178,0,0,0,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.18604651162791E-07,2.55813953488372E-06,0,7349,1,5,0,0,0,1,0,2.6,265,-2,0,11,2,0,0,0,0,0,0,0,0,0.1,6818,0,0,0,0,217,16,0,0,28,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0,0,0,0,0,0,0,0,0,0,0,11.8
Kevin,Long,DEF,BUR,4100000,2,32,1.18518518518519,2.8906955736224E-07,7.80487804878049E-06,0,288864,1,8,0,0,0,0,0,7.8,9719,1,0,32,-1,0.4,0,1.7,4,0,3,0,1,6.5,475934,0,0,0,0,720,20760,0,0,153,Southampton,Everton,West Ham,West Brom,Watford,0.8,0.6,0.6,0,0.6,0.7,0.7,0.6,1,0.6,0.6,33.5
Shane,Long,FWD,SOU,5600000,1,38,1.9,3.39285714285714E-07,6.78571428571429E-06,0,57544,4,20,0,0,0,1,0,6.8,2656,-4,0,38,4,0.2,0,1.3,0,0,3,0,2,0.4,40589,0,0,0,0,1131,400,0,0,116,Burnley,Stoke,Newcastle,West Ham,Arsenal,0,0,0,0,1.2,1,1,1.4,1.6,1.3,1.3,67.8
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.74509803921569E-07,1.96078431372549E-06,0,9276,0,6,0,0,0,0,0,2,82,-4,0,10,4,0,0,0,0,0,0,0,1,0.1,2247,0,0,0,0,153,1,0,0,30,Watford,Burnley,Brighton,Stoke,Man City,0,0,0,0,0,0,0,0,0,0,0,7.5
Jonas,Lossl,GLK,HUD,4600000,2,100,3.7,8.04347826086957E-07,2.17391304347826E-05,0,387714,0,47,0,73,0,0,0,21.7,8442,1,0,100,-1,1,0,4.7,10,0,7,0,1,7.1,556981,0,0,2,2,2430,5439,0,0,526,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,2.8,2.9,4.4,5.6,2.8,3.5,5,3.2,4.2,2.6,5.5,64.2
Dejan,Lovren,DEF,LIV,5300000,1,70,3.3,6.22641509433962E-07,1.32075471698113E-05,0,128915,4,20,0,0,0,1,0,13.2,3256,-2,0,70,2,0.6,0,3,5,0,7,0,1,1.2,86301,0,0,0,1,1566,2558,0,0,373,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,4.3,3.3,2.6,4.1,4,2.2,3.2,2.7,4.1,3.1,4.3,61.7
Chris,Lowe,DEF,HUD,4400000,0,50,2.6,5.90909090909091E-07,1.13636363636364E-05,0,270329,0,23,0,0,0,0,0,11.4,4236,-1,0,50,1,0.1,0,0.3,0,0,6,0,0,1.3,276048,0,0,0,0,1312,47,0,0,262,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0,1.6,2.6,3.9,1.6,2,3.1,1.8,2.5,1.5,3.5,32.7
Matthew,Lowton,DEF,BUR,4300000,2,59,3.9,9.06976744186047E-07,1.37209302325581E-05,0,276841,0,11,0,0,0,0,0,13.7,5376,-2,0,59,2,0.5,0,2,2,0,6,0,2,2.5,349171,0,0,0,0,1305,22046,0,0,266,Southampton,Everton,West Ham,West Brom,Watford,4.7,4.2,4.3,0,3.6,4.7,4.4,4.2,5.4,3.8,4.1,46.3
Leiva,Lucas,MID,LIV,4500000,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,3,0,0,0,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
,Lucas Moura,MID,TOT,8000000,0,0,0,0,0,0,4277,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0.1,10154,0,0,0,0,0,3507,0,0,0,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,MUN,11200000,2,119,4.6,4.10714285714286E-07,1.0625E-05,0,3391157,3,19,0,0,0,12,0,10.5,56801,-3,1,119,3,0.3,1,3.3,10,0,13,0,5,19.8,1873826,0,0,0,2,2249,4860,-1,0,424,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,4.8,4.5,5.5,0,6,4.2,6.7,4.8,6.3,4.4,6.2,204.7
Dodi,Lukebakio,MID,WAT,5000000,1,1,0.037037037037037,7.40740740740741E-09,2E-07,0,58,0,1,0,0,0,0,0,0.2,27,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0,120,0,0,0,0,15,28,0,0,5,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,3.6
Levi,Lumeka,MID,CRY,4400000,0,1,0.037037037037037,8.41750841750842E-09,2.27272727272727E-07,0,633,0,0,0,0,0,0,0,0.2,13,-1,0,1,1,0,0,0,0,0,0,0,0,0,715,0,0,0,0,25,30,0,0,3,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0,0,0,0,0,0,0,0,0,0,0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,15,0,0,0,Man City,Brighton,Watford,Stoke,Southampton,0,0,0,0,0,0,0,0,0,0,0,0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0,0,0,0,43166,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0.9,27719,0,0,0,0,0,234,0,0,0,Swansea,Arsenal,Everton,Leicester,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,LEI,5500000,-1,96,3.6,6.54545454545455E-07,1.74545454545455E-05,0,667410,5,40,0,0,0,2,0,17.5,34437,5,0,96,-5,0.1,0,0.7,10,0,7,0,4,13,1200838,0,0,0,1,2430,57771,0,0,540,Stoke,Bournemouth,West Brom,Brighton,Newcastle,4.7,3.8,3,0,3.7,3.9,3.6,4.4,4.2,5,3,110.2
Connor,Mahoney,MID,BOU,4500000,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,1,0,0,0,Newcastle,Leicester,Tottenham,West Brom,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Riyad,Mahrez,MID,LEI,8600000,1,138,5.5,6.3953488372093E-07,1.6046511627907E-05,0,1263073,1,31,0,0,0,8,0,16,27383,1,0,138,-1,0,0,0.3,14,0,7,0,10,8.2,1459053,0,0,0,2,1967,125247,0,0,469,Stoke,Bournemouth,West Brom,Brighton,Newcastle,7.2,7.3,5.8,0,5.1,7.3,5.6,6.7,5.3,7.6,4.6,179.4
Ainsley,Maitland-Niles,MID,ARS,4500000,0,16,0.592592592592593,1.31687242798354E-07,3.55555555555556E-06,0,9313,0,10,0,0,0,0,0,3.6,856,0,0,16,0,0,0,0,0,0,2,0,0,0.1,13757,0,0,0,0,563,199,0,0,92,Man City,Brighton,Watford,Stoke,Southampton,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.5
Moses,Makasi,MID,WHU,4500000,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,2,0,0,0,Liverpool,Swansea,Burnley,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0
