FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4400000,0,0,0,0,0,0,10051,0,0,0,0,0,0,0,0,410,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,4315,0,0,0,0,0,139,0,0,0,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammy,Abraham,FWD,SWA,5900000,5,46,4.6,7.79661016949152E-07,7.79661016949152E-06,0,275957,0,10,0,0,0,4,0,7.9,21091,4,-1,46,-4,1.1,0,6.7,8,0,4,0,1,17.1,1005691,0,0,0,1,805,216917,1,0,150,Brighton,Burnley,Bournemouth,Chelsea,Stoke,5.6,5,5.9,5.3,6.2,5.8,4.2,6,6.4,4.4,6.7,3.8,4.7,6,5.9,5,4.8,5.4,5.7,4.9,4.3,3.8,5.3,6.3,4.8,3.7,6.1,6,51.4
Charlie,Adam,MID,STK,4800000,1,1,0.0333333333333333,6.94444444444444E-09,2.08333333333333E-07,0,5062,0,0,0,0,0,0,0,0.2,182,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,1723,0,0,0,0,2,101,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
,Adam Smith,DEF,BOU,4800000,1,16,1.6,3.33333333333333E-07,3.33333333333333E-06,0,30382,3,13,0,0,0,0,0,3.3,895,-2,0,16,2,0.3,0,1.3,0,0,1,0,0,0.5,2798,0,0,0,0,804,226,0,0,128,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.8,1.5,0.9,1.3,1,1.9,0.8,1.5,0.8,1.5,1,1,1.5,0.9,1.1,1.2,1,1.4,0.8,1,1.5,1.5,2.4,0.8,1.1,1.1,0.8,1,27.4
,Adrian,GLK,WHU,4400000,0,0,0,0,0,0,11964,0,0,0,0,0,0,0,0,492,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,1509,0,0,0,0,0,60,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim,Afellay,MID,STK,4900000,0,2,0.0666666666666667,1.36054421768707E-08,4.08163265306122E-07,0,999,1,6,0,0,0,0,0,0.4,92,-1,0,2,1,0,0,0,0,0,0,0,0,0,725,0,0,0,0,62,68,0,0,4,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Benik,Afobe,FWD,BOU,5700000,2,14,0.466666666666667,8.18713450292398E-08,2.45614035087719E-06,0,27128,0,5,0,0,0,0,0,2.5,1044,-3,0,14,3,0.4,0,2.3,0,0,0,0,1,0.2,3818,0,0,0,0,340,107,0,0,44,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,16
Sergio,Aguero,FWD,MCI,11800000,0,59,8.4,7.11864406779661E-07,5E-06,0,1577926,0,1,0,0,0,7,0,5,161491,3,0,59,-3,0.2,0,2.3,9,0,5,0,3,22,2073457,0,0,0,1,541,99418,0,0,249,Arsenal,Leicester,Huddersfield,Southampton,West Ham,12.6,10.4,10.4,10.7,12.4,9,11.7,10.1,11.6,10.1,10.4,10,9.8,12.6,12.1,10.9,12.1,8.8,9.8,10.9,11.9,10.5,11.7,10.8,10.7,10.2,12.2,11.8,89.9
Nathan,Ake,DEF,BOU,4900000,2,23,2.3,4.69387755102041E-07,4.69387755102041E-06,0,239678,1,14,0,0,0,0,0,4.7,6146,-1,0,23,1,0.4,0,2,4,0,1,0,0,3.6,38291,0,0,0,0,892,3140,0,0,167,Newcastle,Huddersfield,Swansea,Burnley,Southampton,1.4,2.6,1.6,2.2,1.9,2.7,1.2,2.5,1.3,2.6,1.9,1.9,2.6,1.7,2,2.1,1.8,2.4,1.2,1.9,2.6,2.6,3.4,1.3,1.9,2,1.6,1.8,27.1
Marc,Albrighton,MID,LEI,5500000,1,20,2,3.63636363636364E-07,3.63636363636364E-06,0,130414,2,11,0,0,0,0,0,3.6,7500,0,0,20,0,0.2,0,1.3,0,0,2,0,1,1.6,114921,0,0,0,0,685,488,0,0,93,Stoke,Man City,West Ham,Tottenham,Burnley,1,1,1.1,1.2,1.6,1,1.2,2,1.5,1.3,1,1.9,1.3,1.1,1.6,1.8,1,1.6,2,1,2.2,1,2,1.1,1.4,1.1,2.1,1,32.1
Toby,Alderweireld,DEF,TOT,6000000,2,38,3.8,6.33333333333333E-07,6.33333333333333E-06,0,370913,3,7,0,0,0,0,0,6.3,100648,0,0,38,0,0.6,0,3.7,3,0,5,0,0,10.1,159536,0,0,0,0,900,8299,0,0,200,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,3,4.9,3.1,5.5,4.1,4.7,3.3,4.3,3.7,4.8,4,3.7,4.6,3.8,3.3,4.9,4.9,4.8,4.2,4.6,4.6,4.1,3,4.4,3.9,4.4,3.6,27.7
Trent,Alexander-Arnold,DEF,LIV,4200000,0,1,0.0333333333333333,7.93650793650794E-09,2.38095238095238E-07,0,139885,2,8,0,0,0,0,0,0.2,5529,-3,1,1,3,0,0,0,0,0,0,0,0,1.1,68666,0,0,0,0,270,1095,-1,0,38,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7
Joe,Allen,MID,STK,5200000,2,20,2.2,4.23076923076923E-07,3.84615384615385E-06,0,145624,4,13,0,0,0,0,0,3.8,3352,-3,1,20,3,0.3,0,1.3,1,0,2,0,1,1.5,15943,0,0,0,0,803,573,-1,0,106,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,2,1.2,1.5,2,2,1.3,1.4,2.2,1.9,1.4,1.6,2.2,1.1,2,1.1,1.7,1.7,1.4,1.6,1.1,2.6,1.1,1.3,1.4,1.8,1.1,2.2,2.1,34
Bamidele,Alli,MID,TOT,9300000,2,49,4.9,5.26881720430108E-07,5.26881720430107E-06,0,1160115,1,7,0,0,0,3,0,5.3,35610,-2,0,49,2,0.5,0,4.7,4,0,5,0,2,21.7,542598,0,0,0,1,891,102248,0,0,145,Crystal Palace,Arsenal,West Brom,Leicester,Watford,6.3,4.3,5.7,5.4,6.2,5.4,5.3,3.9,5.5,4.8,6.4,6.9,6.8,6,5,4.2,6.7,5.7,6,6.2,6.4,6,5.4,3.5,4.8,3.9,5.1,6,81.8
Marcos,Alonso,DEF,CHE,6900000,6,40,4,5.79710144927536E-07,5.79710144927536E-06,0,667339,3,10,0,0,0,2,0,5.8,44378,-1,0,40,1,0.4,0,2.7,3,0,3,0,0,14.2,542075,0,0,0,1,845,4709,0,0,184,Man Utd,West Brom,Liverpool,Swansea,Newcastle,3.8,4.9,3.8,3.1,4.6,4.6,4.8,3.7,3.8,4.8,4.1,3.4,3.6,4.9,4.2,6,4.9,3.3,3.8,5.4,4.9,3.7,4.9,5.2,4.8,4.5,4.8,4.1,56.2
Daniel,Amartey,MID,LEI,4400000,0,1,0.0333333333333333,7.57575757575758E-09,2.27272727272727E-07,0,11625,0,2,0,0,0,0,0,0.2,632,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,8692,0,0,0,0,18,154,0,0,2,Stoke,Man City,West Ham,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Ethan,Ampadu,MID,CHE,4500000,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,83,0,0,0,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nordin,Amrabat,MID,WAT,5000000,0,6,2,4E-07,1.2E-06,0,7297,0,3,0,0,0,0,0,1.2,61,0,0,6,0,0,0,0,0,0,1,0,0,0,3617,0,0,0,0,198,2,0,0,11,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Keshi,Anderson,FWD,CRY,4500000,0,0,0,0,0,0,30270,0,0,0,0,0,0,0,0,2377,0,0,0,0,0,0,0,0,0,0,0,0,0.5,44776,0,0,0,0,0,996,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,7500000,1,27,3,4E-07,3.6E-06,0,65981,1,10,0,0,0,1,0,3.6,8450,0,0,27,0,0.5,0,3.7,1,0,3,0,1,0.4,71476,0,0,0,0,662,408,0,0,67,Liverpool,Watford,Leicester,Everton,Man City,0,2.4,3.5,2.8,1.5,2.5,3.9,2,3.7,2.4,1.9,3.3,2,3.6,3.7,1.7,2.2,1.5,2.9,3.1,2.9,2.7,2.3,3.1,1.5,1.9,2,4.2,44
Scott,Arfield,MID,BUR,4900000,0,19,0.633333333333333,1.29251700680272E-07,3.87755102040816E-06,0,12702,3,7,0,0,0,1,0,3.9,1373,-1,0,19,1,0.2,0,1,3,0,2,0,0,0.3,20393,0,0,0,1,496,107,0,0,53,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.2
Marko,Arnautovic,MID,WHU,6800000,0,6,0.2,2.94117647058824E-08,8.82352941176471E-07,0,95143,0,12,0,0,0,0,0,0.9,1806,-2,1,6,2,0.1,0,1,0,0,0,0,0,0.6,31418,0,0,0,0,337,152,-1,1,17,Liverpool,Watford,Leicester,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.4
Harry,Arter,MID,BOU,4900000,0,9,1.5,3.06122448979592E-07,1.83673469387755E-06,0,29202,2,9,0,0,0,0,0,1.8,987,-1,0,9,1,0.1,0,0.3,0,0,0,0,0,0.4,8407,0,0,0,0,463,120,0,0,66,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.8,1.1,1.1,1,0.8,0.8,0.8,1.1,0.8,1.2,1.5,0.8,1.3,0.8,0.9,0.9,0.8,1.2,0.8,0.8,1,0.9,1.2,0.8,0.8,0.8,1.1,0.8,13.8
Christian,Atsu,MID,NEW,5100000,2,34,3.4,6.66666666666667E-07,6.66666666666667E-06,0,249413,0,9,0,0,0,1,0,6.7,16701,1,0,34,-1,0.6,0,3.3,2,0,2,0,2,4.4,335924,0,0,0,0,832,9862,0,0,100,Bournemouth,Man Utd,Watford,West Brom,Chelsea,4.3,1.7,2.7,2.1,2.7,4.2,5,1.7,2.4,2.4,3.7,2.3,4.1,1.7,3.8,2.5,3.5,2.9,1.7,3.4,2.2,4.2,2.3,4.7,3.3,4,2.8,3.2,50.2
Serge,Aurier,DEF,TOT,5900000,2,3,0.1,1.69491525423729E-08,5.08474576271186E-07,0,23693,0,4,0,0,0,0,0,0.5,1347,-1,0,3,1,0.2,0,1.3,0,0,0,0,0,0.3,33638,0,0,0,0,276,6289,0,1,14,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1
Charlie,Austin,FWD,SOU,6100000,0,13,0.433333333333333,7.10382513661202E-08,2.13114754098361E-06,0,66412,0,0,0,0,0,1,0,2.1,1670,-4,0,13,4,0.1,0,0.7,2,0,0,0,0,0.3,18335,0,0,0,0,78,167,0,0,41,Burnley,Liverpool,Everton,Man City,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.2
Andre,Ayew,MID,WHU,6900000,7,29,3.2,4.63768115942029E-07,4.20289855072464E-06,0,69465,1,11,0,0,0,2,0,4.2,2189,-1,0,29,1,0.4,0,2.7,2,0,1,0,1,1.3,34956,0,0,0,0,502,5368,0,0,105,Liverpool,Watford,Leicester,Everton,Man City,3.8,2.7,3.8,3.1,1.6,2.8,4.2,2.2,4.1,2.7,2.1,3.6,2.2,3.9,4,1.9,2.4,1.6,3.2,3.4,3.2,3,2.6,3.4,1.6,2.1,2.2,4.6,25.5
Jordan,Ayew,FWD,SWA,5000000,2,30,3,6E-07,6E-06,0,176686,0,12,0,0,0,1,0,6,15596,0,0,30,0,0.8,0,4,0,0,4,0,2,4.1,267850,0,0,0,0,890,28267,0,0,109,Brighton,Burnley,Bournemouth,Chelsea,Stoke,3,2.6,3.3,2.8,3.4,3.1,2.1,3.5,4,2.3,3.8,1.9,2.4,3.3,3.2,2.6,2.5,2.9,3.1,2.6,2.2,1.9,2.8,3.7,2.5,1.8,3.4,3.3,39.5
Cesar,Azpilicueta,DEF,CHE,6700000,8,55,5.5,8.2089552238806E-07,8.2089552238806E-06,0,301304,1,10,0,0,0,1,0,8.2,33353,2,0,55,-2,0.7,0,4.7,7,0,4,0,4,16.1,502379,1,0,0,1,900,28378,0,0,265,Man Utd,West Brom,Liverpool,Swansea,Newcastle,6.1,7.3,6.1,5.1,7.2,7.2,7.3,6,6.1,7.2,6.5,5.6,5.8,7.4,6.7,8.2,7.4,5.4,6.1,7.4,7.5,5.9,7.5,7.9,7.4,7,7.4,6.6,49.7
Eric,Bailly,DEF,MUN,6100000,6,44,6.3,1.0327868852459E-06,7.21311475409836E-06,0,585969,2,2,0,0,0,1,0,7.2,10337,1,0,44,-1,0.3,0,2,3,0,6,0,0,10.1,526467,0,0,0,1,630,9892,0,0,183,Chelsea,Newcastle,Brighton,Watford,Arsenal,7.6,9.4,9.4,8.5,5,7.7,9.4,6.6,5.1,9.4,8.8,5.5,9.3,7,7.3,9.4,6.1,8.3,6.5,9.4,6.4,7.9,5.5,9.4,6.9,9.4,6.7,8.3,24.6
Leighton,Baines,DEF,EVE,5800000,1,16,1.6,2.75862068965517E-07,2.75862068965517E-06,0,296047,1,20,0,0,0,0,0,2.8,15076,-2,0,16,2,0.2,0,1,0,0,1,0,0,5.1,40585,0,0,0,0,893,2034,0,0,132,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,1.2,1.8,1,1.6,1.5,0.8,0.8,0.9,1,0.9,0.9,1.1,0.9,1.6,1.1,0.8,2.4,1.5,0.9,1.5,0.9,0.8,1.5,0.8,1.5,0.9,1.1,0.8,34
Tiemoue,Bakayoko,MID,CHE,5100000,3,31,3.4,6.66666666666667E-07,6.07843137254902E-06,0,88271,1,7,0,0,0,1,0,6.1,18128,1,0,31,-1,1.1,0,5.7,3,0,2,0,2,3.8,236895,0,0,0,0,672,20684,0,0,147,Man Utd,West Brom,Liverpool,Swansea,Newcastle,2.6,3.1,2.5,3.2,3.6,3.4,3.3,2.5,4.3,2.8,2.8,2.5,3.3,2.9,3.5,3.9,3.1,2.2,2.3,3.6,3.4,2.2,3.6,3.7,3.3,4.4,3.3,3.2,36.7
Sam,Baldock,FWD,BHA,4900000,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,47,-1,0,0,1,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,45,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,1,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,10,0,0,0,0,0,0,0,0.2,10,0,0,1,0,0.2,0,1,0,0,0,0,0,0,59,0,0,0,0,45,59,0,0,3,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,0,0,0,0,0,4712,0,0,0,0,0,0,0,0,166,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,893,0,0,0,0,0,43,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,EVE,7400000,0,0,0,0,0,0,8969,0,0,0,0,0,0,0,0,103,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,684,0,0,0,0,0,20,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Barnes,FWD,BUR,5200000,2,9,0.3,5.76923076923077E-08,1.73076923076923E-06,0,31716,2,3,0,0,0,0,0,1.7,960,-3,0,9,3,0.3,0,1.3,0,0,1,0,0,0.3,4923,0,0,0,0,287,465,0,0,23,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.1
Modou,Barrow,MID,SWA,5000000,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,2,0,0,0,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gareth,Barry,MID,WBA,4500000,8,25,2.8,6.22222222222222E-07,5.55555555555556E-06,0,74920,0,12,0,0,0,0,0,5.6,2838,0,0,25,0,0.8,0,3.7,0,0,2,0,2,1.5,49598,0,0,0,0,772,8730,0,0,111,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,1.8,2.2,1.8,3.3,3.3,2.7,1.4,2.5,1.8,3.8,3.5,1.9,2.7,2.7,1.4,2.4,2.2,3.1,2.3,3.1,2.3,2.8,3,1.4,3.1,1.8,2.1,2,29.7
Kyle,Bartley,DEF,SWA,4400000,0,3,1.5,3.40909090909091E-07,6.81818181818182E-07,0,4790,0,1,0,0,0,0,0,0.7,89,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,674,0,0,0,0,75,6,0,0,18,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9
Michy,Batshuayi,FWD,CHE,8100000,1,16,2.3,2.83950617283951E-07,1.97530864197531E-06,0,131821,0,6,0,0,0,2,0,2,16027,-4,0,16,4,0.6,0,4.7,3,0,0,0,0,1,95019,1,0,0,1,194,2275,0,0,56,Man Utd,West Brom,Liverpool,Swansea,Newcastle,1.5,2,1.5,1.3,1.9,1.8,1.8,1.3,2.5,1.9,2.1,1.2,1.8,2,2.1,2.7,2,1.3,1.7,2.6,1.8,1.2,1.9,2.1,1.8,2,2.1,1.7,16.1
Jan,Bednarek,DEF,SOU,4200000,0,0,0,0,0,0,7240,0,0,0,0,0,0,0,0,189,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,1007,0,0,0,0,0,119,-1,0,0,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asmir,Begovic,GLK,BOU,4500000,3,27,2.7,6E-07,6E-06,0,115211,1,14,0,34,0,0,0,6,4517,0,0,27,0,0.5,0,2.3,0,0,1,0,0,3.8,35995,0,0,0,0,900,1702,0,0,167,Newcastle,Huddersfield,Swansea,Burnley,Southampton,1.9,3.2,2.1,2.8,2.4,3.2,1.4,3.2,1.7,3.2,2.4,2.4,3.3,2.2,2.5,2.7,2.3,3.1,1.5,2.4,3.3,3.3,4,1.7,2.5,2.6,2,2.4,24.8
Valon,Behrami,MID,WAT,4500000,0,0,0,0,0,0,9013,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0.1,597,0,0,0,0,0,4,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5900000,2,37,3.7,6.27118644067797E-07,6.27118644067797E-06,0,381718,1,13,0,0,0,0,0,6.3,37236,-1,0,37,1,0.2,0,1.3,4,0,4,0,1,9.9,170390,0,0,0,1,900,3412,0,0,184,Man City,Tottenham,Burnley,Huddersfield,Man Utd,1.8,4.5,2.6,5.5,4.6,2.9,2.4,5.3,5.4,3.2,2.6,4.2,2.5,5.6,2.3,4.5,2.6,3.8,2.6,4.7,1.8,4.9,4.5,2,5.5,1.8,5,2.5,46.2
Yohan,Benalouane,DEF,LEI,4300000,0,0,0,0,0,0,2323,0,0,0,0,0,0,0,0,109,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,595,0,0,0,0,0,67,0,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,7600000,0,9,1.5,1.97368421052632E-07,1.18421052631579E-06,0,373463,3,11,0,0,0,0,0,1.2,2333,-4,0,9,4,0,0,0,0,0,0,0,0,2,27716,0,0,0,0,521,60,0,0,-11,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0.8,1.4,0.9,0.8,0.8,1.3,0.8,0.8,1,0.8,0.8,1.3,1,0.8,1,0.8,0.8,1.4,0.9,1.3,1.1,1.2,0.9,1.3,21.3
Saido,Berahino,FWD,STK,5700000,1,10,1.7,2.98245614035088E-07,1.75438596491228E-06,0,28393,0,1,0,0,0,0,0,1.8,733,-3,0,10,3,0.1,1,0.7,0,0,2,0,1,0.3,11165,0,0,0,0,242,265,0,0,19,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,1.4,1,1.4,1.6,1,0.9,0.9,1.5,1.5,0.9,1,1.5,0.8,1.4,1,1.3,1.4,0.9,1.1,1,1.8,0.8,0.8,0.9,1.1,0.8,2,1,12.3
Steven,Berghuis,MID,WAT,5000000,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo Silva,MID,MCI,7500000,2,21,0.7,9.33333333333333E-08,2.8E-06,0,92807,0,2,0,0,0,1,0,2.8,1535,-5,0,21,5,0.6,0,4.7,0,0,1,0,1,0.6,18352,0,0,0,0,338,1038,0,0,89,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,31.6
Ryan,Bertrand,DEF,SOU,5500000,2,34,3.4,6.18181818181818E-07,6.18181818181818E-06,0,439087,0,10,0,0,0,0,0,6.2,20578,0,0,34,0,0.5,0,3,2,0,4,0,0,9.7,219048,0,0,0,0,895,8372,0,0,179,Burnley,Liverpool,Everton,Man City,Bournemouth,3.5,2.9,3,2.9,3.6,4.1,2.9,4,4,3.8,2.4,4.7,4.9,3,3.9,3.8,3.9,3.8,3.4,3.1,3.5,3.5,2.6,2.7,2.7,3.5,2.8,2.4,40.4
Muhamed,Besic,MID,EVE,4400000,0,2,0.0666666666666667,1.51515151515152E-08,4.54545454545455E-07,0,8432,0,0,0,0,0,0,0,0.5,482,-1,0,2,1,0,0,0,0,0,0,0,0,0.2,7677,0,0,0,0,46,107,0,0,10,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Philip,Billing,MID,HUD,4500000,0,12,0.4,8.88888888888889E-08,2.66666666666667E-06,0,29575,2,5,0,0,0,0,0,2.7,2034,0,0,12,0,0.1,0,0.3,0,0,3,0,0,0.4,31493,0,0,0,0,420,25,0,0,52,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.6
Daley,Blind,DEF,MUN,5300000,0,19,0.633333333333333,1.19496855345912E-07,3.58490566037736E-06,0,159509,0,0,0,0,0,0,0,3.6,5173,-2,1,19,2,0,0,0,0,0,3,0,0,1.3,128817,0,0,0,0,271,475,-1,0,84,Chelsea,Newcastle,Brighton,Watford,Arsenal,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.4,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,14.8
Jeremie,Boga,MID,CHE,6000000,0,1,1,1.66666666666667E-07,1.66666666666667E-07,0,892,0,0,0,0,0,0,0,0.2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,17,4,0,0,1,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bojan,MID,STK,5500000,0,2,2,3.63636363636364E-07,3.63636363636364E-07,0,6269,0,1,0,0,0,0,0,0.4,47,0,0,2,0,0,0,0,0,0,0,0,0,0.1,1857,0,0,0,0,71,1,0,0,5,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
